"","from_id","to_id","travel_time_p50"
"1367","16874","2",18
"1368","16874","3",20
"1369","16875","1",15
"1370","16875","2",18
"1371","16875","3",20
"1372","16876","1",15
"1373","16876","2",18
"1374","16876","3",20
"1375","16877","1",14
"1376","16877","2",17
"1377","16877","3",19
"1378","16878","1",14
"1379","16878","2",17
"1380","16878","3",19
"1381","16880","1",17
"1382","16880","2",18
"1383","16880","3",20
"1384","16881","1",17
"1385","16881","2",18
"1386","16881","3",20
"1387","16882","1",16
"1388","16882","2",17
"1389","16882","3",19
"1390","16883","1",17
"1391","16883","2",18
"1392","16883","3",20
"1393","16884","1",17
"1394","16884","2",18
"1395","16884","3",20
"1396","16885","1",17
"1397","16885","2",18
"1398","16885","3",20
"1399","16886","1",18
"1400","16886","2",19
"1401","16886","3",22
"1402","16938","1",27
"1403","16938","2",5
"1404","16938","3",19
"1405","16950","1",35
"1406","16950","2",12
"1407","16950","3",27
"1408","16951","1",36
"1409","16951","2",13
"1410","16951","3",28
"1411","17042","1",32
"1412","17042","2",31
"1413","17042","3",32
"1414","17049","1",29
"1415","17049","2",28
"1416","17049","3",29
"1417","17050","1",28
"1418","17050","2",27
"1419","17050","3",28
"1420","17051","1",27
"1421","17051","2",26
"1422","17051","3",27
"1423","17052","1",27
"1424","17052","2",26
"1425","17052","3",27
"1426","17053","1",27
"1427","17053","2",27
"1428","17053","3",27
"1429","17054","1",27
"1430","17054","2",27
"1431","17054","3",27
"1432","17055","1",27
"1433","17055","2",26
"1434","17055","3",27
"1435","17056","1",27
"1436","17056","2",26
"1437","17056","3",27
"1438","17057","1",27
"1439","17057","2",26
"1440","17057","3",27
"1441","17063","1",25
"1442","17063","2",24
"1443","17063","3",25
"1444","17064","1",24
"1445","17064","2",24
"1446","17064","3",24
"1447","17093","1",12
"1448","17093","2",20
"1449","17093","3",22
"1450","17095","1",12
"1451","17095","2",21
"1452","17095","3",23
"1453","17097","1",12
"1454","17097","2",18
"1455","17097","3",20
"1456","17098","1",13
"1457","17098","2",20
"1458","17098","3",22
"1459","17099","1",13
"1460","17099","2",20
"1461","17099","3",22
"1462","17101","1",13
"1463","17101","2",19
"1464","17101","3",22
"1465","17102","1",15
"1466","17102","2",21
"1467","17102","3",23
"1468","17103","1",15
"1469","17103","2",20
"1470","17103","3",23
"1471","17104","1",14
"1472","17104","2",19
"1473","17104","3",22
"1474","17105","1",15
"1475","17105","2",20
"1476","17105","3",22
"1477","17107","1",14
"1478","17107","2",18
"1479","17107","3",20
"1480","17108","1",15
"1481","17108","2",19
"1482","17108","3",21
"1483","17109","1",14
"1484","17109","2",18
"1485","17109","3",20
"1486","17110","1",15
"1487","17110","2",19
"1488","17110","3",21
"1489","17111","1",14
"1490","17111","2",18
"1491","17111","3",20
"1492","17112","1",15
"1493","17112","2",18
"1494","17112","3",20
"1495","17113","1",14
"1496","17113","2",18
"1497","17113","3",20
"1498","17114","1",15
"1499","17114","2",18
"1500","17114","3",20
"1501","17117","1",17
"1502","17117","2",18
"1503","17117","3",20
"1504","17119","1",17
"1505","17119","2",18
"1506","17119","3",20
"1507","17120","1",16
"1508","17120","2",18
"1509","17120","3",20
"1510","17121","1",17
"1511","17121","2",18
"1512","17121","3",20
"1513","17179","1",27
"1514","17179","2",5
"1515","17179","3",19
"1516","17280","1",31
"1517","17280","2",30
"1518","17280","3",31
"1519","17286","1",29
"1520","17286","2",28
"1521","17286","3",29
"1522","17287","1",28
"1523","17287","2",27
"1524","17287","3",28
"1525","17288","1",27
"1526","17288","2",26
"1527","17288","3",27
"1528","17289","1",27
"1529","17289","2",26
"1530","17289","3",27
"1531","17290","1",26
"1532","17290","2",26
"1533","17290","3",26
"1534","17291","1",27
"1535","17291","2",26
"1536","17291","3",27
"1537","17292","1",27
"1538","17292","2",26
"1539","17292","3",26
"1540","17293","1",26
"1541","17293","2",26
"1542","17293","3",26
"1543","17294","1",26
"1544","17294","2",25
"1545","17294","3",26
"1546","17295","1",26
"1547","17295","2",25
"1548","17295","3",26
"1549","17301","1",23
"1550","17301","2",23
"1551","17301","3",23
"1552","17329","1",13
"1553","17329","2",21
"1554","17329","3",23
"1555","17331","1",12
"1556","17331","2",20
"1557","17331","3",22
"1558","17332","1",12
"1559","17332","2",20
"1560","17332","3",22
"1561","17335","1",13
"1562","17335","2",19
"1563","17335","3",21
"1564","17340","1",15
"1565","17340","2",21
"1566","17340","3",23
"1567","17341","1",15
"1568","17341","2",20
"1569","17341","3",22
"1570","17342","1",15
"1571","17342","2",20
"1572","17342","3",22
"1573","17343","1",14
"1574","17343","2",19
"1575","17343","3",21
"1576","17344","1",14
"1577","17344","2",19
"1578","17344","3",21
"1579","17345","1",15
"1580","17345","2",19
"1581","17345","3",21
"1582","17346","1",16
"1583","17346","2",19
"1584","17346","3",21
"1585","17347","1",16
"1586","17347","2",20
"1587","17347","3",22
"1588","17348","1",15
"1589","17348","2",19
"1590","17348","3",21
"1591","17349","1",15
"1592","17349","2",19
"1593","17349","3",21
"1594","17350","1",15
"1595","17350","2",18
"1596","17350","3",21
"1597","17351","1",15
"1598","17351","2",18
"1599","17351","3",20
"1600","17352","1",16
"1601","17352","2",18
"1602","17352","3",20
"1603","17353","1",16
"1604","17353","2",18
"1605","17353","3",20
"1606","17358","1",18
"1607","17358","2",19
"1608","17358","3",21
"1609","17415","1",26
"1610","17415","2",4
"1611","17415","3",18
"1612","17428","1",40
"1613","17428","2",18
"1614","17428","3",32
"1615","17526","1",28
"1616","17526","2",27
"1617","17526","3",28
"1618","17527","1",28
"1619","17527","2",27
"1620","17527","3",28
"1621","17529","1",27
"1622","17529","2",26
"1623","17529","3",26
"1624","17530","1",27
"1625","17530","2",27
"1626","17530","3",27
"1627","17531","1",27
"1628","17531","2",26
"1629","17531","3",27
"1630","17532","1",26
"1631","17532","2",25
"1632","17532","3",26
"1633","17533","1",26
"1634","17533","2",25
"1635","17533","3",26
"1636","17534","1",26
"1637","17534","2",25
"1638","17534","3",26
"1639","17535","1",28
"1640","17535","2",27
"1641","17535","3",28
"1642","17536","1",28
"1643","17536","2",27
"1644","17536","3",28
"1645","17568","1",13
"1646","17568","2",21
"1647","17568","3",23
"1648","17569","1",12
"1649","17569","2",20
"1650","17569","3",22
"1651","17570","1",12
"1652","17570","2",20
"1653","17570","3",22
"1654","17572","1",12
"1655","17572","2",18
"1656","17572","3",20
"1657","17573","1",13
"1658","17573","2",19
"1659","17573","3",21
"1660","17575","1",14
"1661","17575","2",21
"1662","17575","3",23
"1663","17579","1",15
"1664","17579","2",19
"1665","17579","3",21
"1666","17580","1",15
"1667","17580","2",20
"1668","17580","3",22
"1669","17581","1",15
"1670","17581","2",20
"1671","17581","3",22
"1672","17582","1",15
"1673","17582","2",20
"1674","17582","3",22
"1675","17587","1",15
"1676","17587","2",18
"1677","17587","3",20
"1678","17588","1",15
"1679","17588","2",18
"1680","17588","3",20
"1681","17589","1",15
"1682","17589","2",18
"1683","17589","3",20
"1684","17590","1",16
"1685","17590","2",18
"1686","17590","3",20
"1687","17591","1",15
"1688","17591","2",17
"1689","17591","3",19
"1690","17592","1",15
"1691","17592","2",17
"1692","17592","3",19
"1693","17596","1",19
"1694","17596","2",20
"1695","17596","3",22
"1696","17764","1",27
"1697","17764","2",27
"1698","17764","3",27
"1699","17765","1",27
"1700","17765","2",26
"1701","17765","3",27
"1702","17766","1",27
"1703","17766","2",26
"1704","17766","3",27
"1705","17767","1",27
"1706","17767","2",26
"1707","17767","3",26
"1708","17768","1",27
"1709","17768","2",26
"1710","17768","3",26
"1711","17770","1",25
"1712","17770","2",24
"1713","17770","3",25
"1714","17772","1",26
"1715","17772","2",25
"1716","17772","3",26
"1717","17773","1",26
"1718","17773","2",25
"1719","17773","3",26
"1720","17774","1",26
"1721","17774","2",25
"1722","17774","3",26
"1723","17775","1",27
"1724","17775","2",27
"1725","17775","3",27
"1726","17776","1",27
"1727","17776","2",27
"1728","17776","3",27
"1729","17807","1",12
"1730","17807","2",20
"1731","17807","3",22
"1732","17808","1",13
"1733","17808","2",21
"1734","17808","3",23
"1735","17809","1",13
"1736","17809","2",21
"1737","17809","3",23
"1738","17813","1",14
"1739","17813","2",21
"1740","17813","3",23
"1741","17815","1",13
"1742","17815","2",20
"1743","17815","3",22
"1744","17817","1",15
"1745","17817","2",20
"1746","17817","3",22
"1747","17818","1",15
"1748","17818","2",19
"1749","17818","3",21
"1750","17819","1",15
"1751","17819","2",20
"1752","17819","3",22
"1753","17820","1",15
"1754","17820","2",19
"1755","17820","3",21
"1756","17821","1",15
"1757","17821","2",19
"1758","17821","3",21
"1759","17824","1",15
"1760","17824","2",18
"1761","17824","3",20
"1762","17825","1",16
"1763","17825","2",19
"1764","17825","3",21
"1765","17826","1",15
"1766","17826","2",18
"1767","17826","3",20
"1768","17827","1",16
"1769","17827","2",19
"1770","17827","3",21
"1771","17828","1",16
"1772","17828","2",19
"1773","17828","3",21
"1774","17829","1",16
"1775","17829","2",18
"1776","17829","3",20
"1777","17830","1",16
"1778","17830","2",18
"1779","17830","3",20
"1780","17999","1",29
"1781","17999","2",28
"1782","17999","3",29
"1783","18000","1",29
"1784","18000","2",28
"1785","18000","3",29
"1786","18001","1",28
"1787","18001","2",27
"1788","18001","3",28
"1789","18002","1",27
"1790","18002","2",26
"1791","18002","3",27
"1792","18003","1",27
"1793","18003","2",26
"1794","18003","3",26
"1795","18004","1",27
"1796","18004","2",26
"1797","18004","3",27
"1798","18005","1",26
"1799","18005","2",25
"1800","18005","3",26
"1801","18006","1",26
"1802","18006","2",25
"1803","18006","3",26
"1804","18007","1",26
"1805","18007","2",25
"1806","18007","3",26
"1807","18008","1",25
"1808","18008","2",24
"1809","18008","3",25
"1810","18009","1",25
"1811","18009","2",24
"1812","18009","3",24
"1813","18011","1",25
"1814","18011","2",24
"1815","18011","3",25
"1816","18012","1",26
"1817","18012","2",25
"1818","18012","3",26
"1819","18013","1",26
"1820","18013","2",26
"1821","18013","3",26
"1822","18014","1",27
"1823","18014","2",26
"1824","18014","3",27
"1825","18045","1",13
"1826","18045","2",21
"1827","18045","3",23
"1828","18046","1",13
"1829","18046","2",21
"1830","18046","3",23
"1831","18047","1",12
"1832","18047","2",18
"1833","18047","3",20
"1834","18053","1",13
"1835","18053","2",20
"1836","18053","3",22
"1837","18055","1",16
"1838","18055","2",20
"1839","18055","3",22
"1840","18056","1",16
"1841","18056","2",20
"1842","18056","3",22
"1843","18057","1",15
"1844","18057","2",19
"1845","18057","3",21
"1846","18058","1",16
"1847","18058","2",19
"1848","18058","3",21
"1849","18059","1",15
"1850","18059","2",19
"1851","18059","3",21
"1852","18060","1",15
"1853","18060","2",18
"1854","18060","3",20
"1855","18061","1",15
"1856","18061","2",18
"1857","18061","3",20
"1858","18062","1",16
"1859","18062","2",19
"1860","18062","3",21
"1861","18063","1",16
"1862","18063","2",19
"1863","18063","3",21
"1864","18064","1",16
"1865","18064","2",19
"1866","18064","3",21
"1867","18065","1",15
"1868","18065","2",19
"1869","18065","3",21
"1870","18066","1",15
"1871","18066","2",18
"1872","18066","3",20
"1873","18067","1",16
"1874","18067","2",18
"1875","18067","3",20
"1876","18068","1",16
"1877","18068","2",17
"1878","18068","3",20
"1879","18069","1",15
"1880","18069","2",16
"1881","18069","3",18
"1882","18072","1",18
"1883","18072","2",18
"1884","18072","3",20
"1885","18130","1",25
"1886","18130","2",4
"1887","18130","3",18
"1888","18131","1",27
"1889","18131","2",5
"1890","18131","3",19
"1891","18238","1",29
"1892","18238","2",29
"1893","18238","3",29
"1894","18240","1",28
"1895","18240","2",27
"1896","18240","3",28
"1897","18241","1",29
"1898","18241","2",28
"1899","18241","3",29
"1900","18242","1",27
"1901","18242","2",27
"1902","18242","3",27
"1903","18243","1",27
"1904","18243","2",26
"1905","18243","3",27
"1906","18244","1",27
"1907","18244","2",26
"1908","18244","3",27
"1909","18245","1",26
"1910","18245","2",26
"1911","18245","3",26
"1912","18247","1",25
"1913","18247","2",24
"1914","18247","3",25
"1915","18249","1",25
"1916","18249","2",25
"1917","18249","3",25
"1918","18251","1",24
"1919","18251","2",23
"1920","18251","3",24
"1921","18253","1",27
"1922","18253","2",26
"1923","18253","3",27
"1924","18254","1",27
"1925","18254","2",27
"1926","18254","3",27
"1927","18282","1",15
"1928","18282","2",23
"1929","18282","3",25
"1930","18283","1",14
"1931","18283","2",22
"1932","18283","3",24
"1933","18284","1",14
"1934","18284","2",22
"1935","18284","3",24
"1936","18285","1",13
"1937","18285","2",22
"1938","18285","3",24
"1939","18291","1",15
"1940","18291","2",21
"1941","18291","3",23
"1942","18292","1",13
"1943","18292","2",20
"1944","18292","3",22
"1945","18294","1",16
"1946","18294","2",20
"1947","18294","3",22
"1948","18295","1",16
"1949","18295","2",19
"1950","18295","3",21
"1951","18296","1",17
"1952","18296","2",20
"1953","18296","3",22
"1954","18297","1",15
"1955","18297","2",19
"1956","18297","3",21
"1957","18298","1",15
"1958","18298","2",18
"1959","18298","3",20
"1960","18299","1",15
"1961","18299","2",19
"1962","18299","3",21
"1963","18300","1",15
"1964","18300","2",18
"1965","18300","3",20
"1966","18301","1",16
"1967","18301","2",18
"1968","18301","3",20
"1969","18302","1",16
"1970","18302","2",18
"1971","18302","3",20
"1972","18303","1",16
"1973","18303","2",18
"1974","18303","3",20
"1975","18304","1",16
"1976","18304","2",19
"1977","18304","3",21
"1978","18305","1",16
"1979","18305","2",17
"1980","18305","3",20
"1981","18306","1",16
"1982","18306","2",17
"1983","18306","3",19
"1984","18307","1",16
"1985","18307","2",17
"1986","18307","3",19
"1987","18311","1",17
"1988","18311","2",17
"1989","18311","3",19
"1990","18312","1",18
"1991","18312","2",18
"1992","18312","3",20
"1993","18337","1",38
"1994","18337","2",21
"1995","18337","3",30
"1996","18368","1",27
"1997","18368","2",5
"1998","18368","3",19
"1999","18478","1",31
"2000","18478","2",30
"2001","18478","3",31
"2002","18481","1",29
"2003","18481","2",28
"2004","18481","3",29
"2005","18482","1",27
"2006","18482","2",27
"2007","18482","3",27
"2008","18483","1",28
"2009","18483","2",27
"2010","18483","3",28
"2011","18484","1",27
"2012","18484","2",26
"2013","18484","3",27
"2014","18485","1",27
"2015","18485","2",26
"2016","18485","3",27
"2017","18488","1",26
"2018","18488","2",25
"2019","18488","3",26
"2020","18489","1",26
"2021","18489","2",25
"2022","18489","3",26
"2023","18490","1",25
"2024","18490","2",24
"2025","18490","3",25
"2026","18491","1",25
"2027","18491","2",24
"2028","18491","3",25
"2029","18494","1",27
"2030","18494","2",26
"2031","18494","3",27
"2032","18521","1",15
"2033","18521","2",21
"2034","18521","3",23
"2035","18522","1",15
"2036","18522","2",21
"2037","18522","3",23
"2038","18523","1",15
"2039","18523","2",23
"2040","18523","3",25
"2041","18524","1",13
"2042","18524","2",21
"2043","18524","3",23
"2044","18531","1",15
"2045","18531","2",21
"2046","18531","3",23
"2047","18535","1",16
"2048","18535","2",19
"2049","18535","3",21
"2050","18536","1",16
"2051","18536","2",20
"2052","18536","3",22
"2053","18537","1",16
"2054","18537","2",19
"2055","18537","3",21
"2056","18538","1",17
"2057","18538","2",20
"2058","18538","3",22
"2059","18539","1",16
"2060","18539","2",19
"2061","18539","3",21
"2062","18540","1",15
"2063","18540","2",19
"2064","18540","3",21
"2065","18541","1",15
"2066","18541","2",17
"2067","18541","3",20
"2068","18542","1",16
"2069","18542","2",18
"2070","18542","3",20
"2071","18543","1",17
"2072","18543","2",18
"2073","18543","3",20
"2074","18544","1",16
"2075","18544","2",18
"2076","18544","3",20
"2077","18545","1",16
"2078","18545","2",17
"2079","18545","3",19
"2080","18546","1",16
"2081","18546","2",17
"2082","18546","3",19
"2083","18547","1",16
"2084","18547","2",17
"2085","18547","3",20
"2086","18548","1",16
"2087","18548","2",17
"2088","18548","3",19
"2089","18552","1",18
"2090","18552","2",18
"2091","18552","3",20
"2092","18575","1",38
"2093","18575","2",21
"2094","18575","3",30
"2095","18609","1",26
"2096","18609","2",5
"2097","18609","3",18
"2098","18610","1",25
"2099","18610","2",4
"2100","18610","3",18
"2101","18723","1",27
"2102","18723","2",27
"2103","18723","3",27
"2104","18724","1",27
"2105","18724","2",26
"2106","18724","3",27
"2107","18725","1",27
"2108","18725","2",26
"2109","18725","3",27
"2110","18727","1",26
"2111","18727","2",26
"2112","18727","3",26
"2113","18728","1",26
"2114","18728","2",25
"2115","18728","3",26
"2116","18729","1",26
"2117","18729","2",25
"2118","18729","3",26
"2119","18730","1",26
"2120","18730","2",25
"2121","18730","3",25
"2122","18731","1",26
"2123","18731","2",25
"2124","18731","3",25
"2125","18732","1",25
"2126","18732","2",24
"2127","18732","3",25
"2128","18733","1",23
"2129","18733","2",23
"2130","18733","3",23
"2131","18737","1",24
"2132","18737","2",23
"2133","18737","3",23
"2134","18738","1",24
"2135","18738","2",23
"2136","18738","3",24
"2137","18761","1",15
